First Name,Last Name,COMMCODE,TRADECODE,ADDRESS,PHONE,EMAIL
INTERGROW BRANDS  PRIVATE LIMITED,PEPPER               CHILLIES             GINGER               TURMERIC             CORIANDER            FENUGREEK            OTHER SEEDS          GARLIC               CURRY POWDER        ,A,I367,"62/1814- AAJAY VIHAR ,COCHIN ,KERALA  Pin:682016",9388411201,purchase@intergrowfoods.com
SUMI MERCANTILE COMPANY PVT.LTD,PEPPER               CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               TAMARIND             NUTMEG/MACE CURRY POWDER        ,A,S859,"39/5866 (A), PANAMPILLY NAGARPARAMBITHARA CROSS ROAD ,COCHIN ,KERALA  Pin:682 036",9388811315,sumisindia@gmail.com
LA SHIVE EXIM PVT LTD,PEPPER               CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               NUTMEG/MACE CURRY POWDER        ,A,L039,"NEELKANTH NIRANJAN PREMISES COOP SOC LTDNIRANJAN 3RD FLOOR, OFF - 306,99 ,MUMBAI ,MAHARASHTRA  Pin:400002",9821787551,info@lashiveexim.com
GAUTAM EXPORT CORPORATION,PEPPER               CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               TAMARIND             NUTMEG/MACE CURRY POWDER        ,A,G620,"G-1 GROUND FLOOR, KOOL BREEZE CHS LTD17TH ROAD, KHAR (WEST) ,MUMBAI ,MAHARASHTRA  Pin:400 052",9821787551,info@gautamexport.com
SHREE RAM EXPORTS,PEPPER               CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               CURRY POWDER        ,A,S3264,"52SAINIK VIHAR ,NEW DELHI ,DELHI  Pin:110034",9818459394,uniqueindustries1978@gmail.com
JAFFERBHOY SALEHBHOY &#38 CO,PEPPER               CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             NUTMEG/MACE,A,J007,"MOHAMMEDI MANZIL, 1ST FLOOR ,MUMBAI ,MAHARASHTRA  Pin:400003",9820351314,jasco.exporters@gmail.com
ADANI FOOD PRODUCTS PVT. LTD.,PEPPER               CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               TAMARIND             NUTMEG/MACE CURRY POWDER        ,A,A809,"RASHTRIYA SHALA MARGRAJKOT , ,GUJARAT  Pin:360002",8460837882,seddharth@adanispices.com
MADINA EMPEX,PEPPER               CARDAMOM SMALL       CORIANDER            CUMIN                NUTMEG/MACE CURRY POWDER        ,A,M1887,"17 1 182/11BANU NAGAR ,HYDERABAD ,TELANGANA  Pin:500059",9398067940,madinaempex2005@gmail.com
NIWA AGRO FOODS,PEPPER               CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENUGREEK            CURRY POWDER        ,A,N548,"7/175A ,KOZHIKODE ,KERALA  Pin:673602",8606242488,rajeshniwa@gmail.com
SRESTA  NATURAL  BIOPRODUCTS PVT.LTD,PEPPER               CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          CURRY POWDER        ,A,S1382,"203, PAVANI ANNEXE ,HYDERABAD ,TELANGANA  Pin:500034",9000008006,johnson.m@srestaorganic.com
MANJILAS FOOD TECH PVT .LTD,PEPPER               CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               TAMARIND             CURRY POWDER        ,A,M1398,"TC-16/1382,SASTHRI ROADNELLIKUNNU ,THRISSUR ,KERALA  Pin:680005",944600384,mojexp@manjilas.com
EASTERN RED RUBY FOOD PVT. LTD.,PEPPER               CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             NUTMEG/MACE CURRY POWDER        ,A,E158,"NO.3A  3RD STREET  GANESH NAGARG.K.INDUSTRIAL ESTATE ,PORUR   CHENNAI ,TAMIL NADU  Pin:600 116",8939678849,info@imfrfood.com
KHAJANCHI EXPORTS,PEPPER               CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CORIANDER            FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               CURRY POWDER        ,A,K560,"D-89/2, T.T.C. INDUSTRIAL AREAINDIRA NAGAR ,TURBHE, NAVI MUMBAI, THANE ,MAHARASHTRA  Pin:400705",9619001587,khajanchiexports@gmail.com
AKSHAR IMPEX,PEPPER               CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             CURRY POWDER        ,A,A1249,"B 106CHITRA APT.,TABNE NAGAR, ,MUMBAI ,MAHARASHTRA  Pin:400080",9920964111,export.aksharimpex@gmail.com
AVA CONDIMENTS LLP,PEPPER               CHILLIES             TURMERIC             CORIANDER            CUMIN                FENUGREEK            CURRY POWDER        ,A,A2769,"CC/42/2319NEAR KASABA POLICE STATION ,ERNAKULAM ,KERALA  Pin:682018",9447000017,wilfred@melam.com
NANI AGRO FOODS (P) LTD.,PEPPER               CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             NUTMEG/MACE CURRY POWDER        ,A,N334,"32, OTTUKKARRA CHINNAIYA STREETPOST BOX NO.549 ,ERODE ,TAMIL NADU  Pin:638 003",9600220003,saratha@nani.co.in
KURUWA ENTERPRISES,PEPPER               CARDAMOM SMALL       GINGER               NUTMEG/MACE,A,K097,"18/24 ,KOCHI, ERNAKULAM ,KERALA  Pin:682005",9447195777,kuruwa@bsnl.in
KHYATI ADVISORY SERVICES LIMITED,PEPPER               CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             NUTMEG/MACE CURRY POWDER        ,A,K1428,"11/1GOLD MOHUR ,MUMBAI ,MAHARASHTRA  Pin:400002",9324248868,info@khyatigroup.com
MADHA INTERNATIONALZ,PEPPER               CHILLIES             TURMERIC             CUMIN                FENNEL               CURRY POWDER        ,A,M1890,"106 H12TNHB ,Gobichettipalayam ,TAMIL NADU  Pin:638476",9962494665,sandy211153@gmail.com
BAYIR EXTRACTS PVT.LTD,PEPPER               GINGER               SPICE OILS & OLEORES,A,B598,"NO 4112UTKARSHA, 3RD & 4TH FLOOR ,BANGALORE ,KARNATAKA  Pin:560070",9686204657,manjunath@bayirextracts.com
MIDEAST EXPORTS,PEPPER               CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                GARLIC               CURRY POWDER        ,A,M883,"7/389KODUTHAPILLIL ,ERANAKULAM ,KERALA  Pin:686673",9446928644,mideastexports@hotmail.com
J.D. CORPORATION,PEPPER               CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             NUTMEG/MACE CURRY POWDER        ,A,J376,"605, 6TH FLOORSAI SAMARTH COMM ,MUMBAI ,MAHARASHTRA  Pin:400088",9820617100,jdcorporation1998@gmail.com
CONTIL INDIA LTD.,PEPPER               CARDAMOM SMALL       CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,A,C444,"811SIDDHARTH COMPLEX ,BARODA ,GUJARAT  Pin:390007",9824062060,office@contilgroup.com
PRIYA EXPORTS,PEPPER               CARDAMOM SMALL       TURMERIC             CORIANDER            CUMIN                FENUGREEK            OTHER SEEDS          NUTMEG/MACE,A,P337,"NO.40/25, KANNUSAMY ROADR.S. PURAM ,COIMBATORE ,TAMIL NADU  Pin:641 002",9443050349,info@priyaexports.in
SHREEJI INTERNATIONAL,PEPPER               CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               TAMARIND             CURRY POWDER        ,A,S992,"403, VRAJDEEP,OPP.MAYUR TOWER, ,BORIVALI(W), MUMBAI ,MAHARASHTRA  Pin:400092",9820055061,shahigolden@gmail.com
NAVEENA QUALITY FOODS PRIVATE LIMITED,PEPPER               CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          NUTMEG/MACE,A,N765,"6-3-347/P/6,PLOT NO.33RD FLOOR,M.P.R RESIDENCY ,HYDERABAD ,TELANGANA  Pin:500082",9533445035,satishkumartg@gmail.com
VISAKAREGA TRADING PVT.LTD.,PEPPER               TURMERIC            ,A,V504,"X/165 -A,KADAYIRUPPUPUTHENCRUZ ,ERNAKULAM ,KERALA  Pin:682 311",9447150008,grkandcompany@vsnl.net
MADIA IMPEX PRIVATE  LIMITED,PEPPER               CARDAMOM SMALL       CARDAMOM LARGE       TURMERIC             CORIANDER            FENNEL               FENUGREEK            OTHER SEEDS          CURRY POWDER        ,A,M1373,"1818 ,PANIPAT ,HARYANA  Pin:132103",9215224555,tayal70@gmail.com
R.KANTILAL,PEPPER               CARDAMOM SMALL       CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               OTHER SEEDS          CURRY POWDER        ,A,K118,"535,KANTA TERRACE ,MUMBAI. ,MAHARASHTRA  Pin:400 002",9819456184,rkanti@mtni.net.in
LAKSHMI TRADING COMPANY,PEPPER               TURMERIC            ,A,L938,"VI/1738THEKKEMADOM ,ERNAKULAM ,KERALA  Pin:682002",9447150008,lakshmitradingcompanycochin@gmail.com
P.C.KANNAN &#38 CO.,PEPPER               CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               TAMARIND             NUTMEG/MACE CURRY POWDER        ,A,K130,"133/2PULLALAKOTTAI ,VIRUDHUNAGAR ,TAMIL NADU  Pin:626001",9826033660,mail@maamis.com
QUIX INTERNATIONAL PRIVATE LIMITED,PEPPER               CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,A,Q43,"1, JAY GATRAD MA JOSHI FALIYA BOKHIRA ,PORBANDAR ,GUJARAT  Pin:360579",8000044555,himmat27@gmail.com
ABIRAAJA VENTURES PRIVATE LIMITED,PEPPER               CHILLIES             CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,A,J956,"3KAMARAJAR NAGAR ,CHENNAI ,TAMIL NADU  Pin:600095",9677252144,abiraajaventures@gmail.com
MAANAS FOODS &#38 SPICES IMPEX,PEPPER               GINGER               TURMERIC             CORIANDER            FENUGREEK            OTHER SEEDS          NUTMEG/MACE,A,M2031,"12, KOHINOOR SOCIETYVIJAYANAGAR ROAD ,AHMEDABAD ,GUJARAT  Pin:380013",9377152671,maanasimpex@gmail.com
SKYWAY MARKETING PVT LTD,PEPPER               CARDAMOM SMALL       CARDAMOM LARGE       CUMIN                FENUGREEK            OTHER SEEDS         ,A,SH20,"124-B,MITTAL COURT ,MUMBAI ,MAHARASHTRA  Pin:400021",9820338825,abbas@sunrichgroup.com
SHRI VENUE EXPORTS,PEPPER               CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               TAMARIND             NUTMEG/MACE CURRY POWDER        ,A,S1209,"4-A,GROUND FLOOR DHUN BUILDING14 DADASAHEB PHALKE ROAD ,DADAR-E MUMBAI ,MAHARASHTRA  Pin:400 014",09322313030,venue@mtnl.net.in
J D EXPORTS,PEPPER               CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             NUTMEG/MACE CURRY POWDER        ,A,J596,"LAXMI BLDG3RD FLOOR, ,MUMBAI ,MAHARASHTRA  Pin:400 003",09821011082,jdexports9@gmail.com
RICHABEL BIO FOODS (INDIA)PRIVATE LIMITED,PEPPER              ,A,R1080,"1/741, ASHISHA MANGALATHSATELLITE TOWNSHIP ,KAKKANAD WEST, KOCHI ,KERALA  Pin:682 030",9400052605,richabelbfds@gmail.com
EARTH ORGANIC FOODS PRIVATE LIMITED,PEPPER               GINGER               TURMERIC             NUTMEG/MACE,A,E495,"A-1101, TOWER-4, ORLOV COURTESSEL TOWERS, M.G. ROAD ,GURGAON ,HARIYANA  Pin:122002",9971657989,archit@earthorganicfoods.in
JANUZ UNIVERSAL,PEPPER               CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             CURRY POWDER        ,A,J660,"305, MAHINDER CHAMBERS619/28,W.T.PATIL MARG ,CHEMBUR, MUMBAI ,MAHARASHTRA  Pin:400 071",9820617017,januz@januzuniversal.in
CAPITAL VENTURES PRIVATE LIMITED,PEPPER               CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENUGREEK            OTHER SEEDS          CURRY POWDER        ,A,C528,"SHOP NO 7ROHINI, SECTOR-7 ,DELHI NORTH ,DELHI  Pin:110085",9999217333,kripa.choudhary@cvpl.in
EXIM TRAC,PEPPER               CARDAMOM SMALL       CARDAMOM LARGE       GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND            ,A,E213,"SHOP NO.3,  LAXMI CO OP HSG SOC BBEHIND PATEL NAGAR ,KANDIVALI (W), MUMBAI ,MAHARASHTRA  Pin:400 067",09699268642,eximtrac@gmail.com
HIMATLAL BROTHERS,PEPPER               CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          CURRY POWDER        ,A,H341,"J/20APMC MKT  1, SPICE MARKET, PHASE II ,NAVI MUMBAI ,MAHARASHTRA  Pin:400705",9167445335,himatlalbrothers@gmail.com
PRACHI EXPORTS,PEPPER               CARDAMOM SMALL       CHILLIES             TURMERIC             CORIANDER            FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             CURRY POWDER        ,A,P775,"B/402,SHIVGOVIND COMPLEXKHARGHAR, SECTOR 13 ,NAVI MUMBAI ,MAHARASHTRA  Pin:410 210",9867776888,prachiexports@rediffmail.com
M.S.S. ASAN EXPORTS,PEPPER               CARDAMOM SMALL       GINGER               TURMERIC             FENUGREEK            OTHER SEEDS          NUTMEG/MACE,A,M940,"12/1, MELARATHA VEETHISOUTH CAR STREET ,K K DISTRICT ,TAMIL NADU  Pin:629001",9442558052,mssasan@hotmail.com
DINERS FOOD PRODUCTS PVT.LTD,PEPPER               CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENUGREEK            GARLIC               CURRY POWDER        ,A,D512,"TC-36/138-2 ,TRIVANDRUM ,KERALA  Pin:695008",9447060011,landmarkxport@gmail.com
MAJESTIC ASSOCIATES,PEPPER               CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,A,M2027,"48,RAILWAY FEEDER ROAD ,VIRUDHUNAGAR ,TAMIL NADU  Pin:626001",9486667999,majesvnr28@gmail.com
MAAMI FOODS PRIVATE LIMITED,PEPPER               CHILLIES             TURMERIC             CUMIN                CURRY POWDER        ,A,M976,"133/2PULLALAKOTTAI ,VIRUDHUNAGAR ,TAMIL NADU  Pin:626 001",9443142868,mail@maamis.com
D.N. TRADERS,PEPPER               CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,A,D449,"A-3603, TIRUMALA HABITATS ,MUMBAI ,MAHARASHTRA  Pin:400 080",9821173437,minkuramchandani18@hotmail.com
JUST CHANGE INDIA PRODUCER COMPANY LIMITED,PEPPER              ,A,J645,"18/514  ACCORD THOTTAMOOLA ,GUDALUR POST NILGIRIS ,TAMIL NADU  Pin:643212",09048046980,tonyjoseaccord@gmail.com
PATANJALI AYURVED LTD,PEPPER               TURMERIC             CORIANDER            CUMIN                FENUGREEK            CURRY POWDER        ,A,P986,"D-26PUSHPANJALI BIJWASAN ENCLAVE ,NEW DELHI ,DELHI  Pin:110061",09760031177,praneet0807@yahoo.com
M.T.R.  FOODS PRIVATE LIMITED,PEPPER               CHILLIES             TURMERIC             CORIANDER            CUMIN                CURRY POWDER        ,A,M707,"No. 1, 2nd &   3rd FloorAshwini Layout, Vivek Nagar ,BANGALORE ,KARNATAKA  Pin:560 070",9845159741,mtrfoods@vsnl.net
Green Valley Organics Spices,PEPPER               CARDAMOM SMALL       GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          NUTMEG/MACE,A,G695,"NO. 219,AANESALU VILLAGE, BILGI POST ,NORTH KANNADA ,KARNATAKA  Pin:581322",8277005555,greenvalleyorg@gmail.com
SAKTHI MASALA PRIVATE LIMITED,PEPPER               CHILLIES             TURMERIC             CORIANDER            CUMIN                CURRY POWDER        ,A,SH19,"6SAKTHI MASALA PRIVATE LIMITED ,ERODE ,TAMIL NADU  Pin:638004",9443778060,sakthidsanthi@gmail.com
